seq_number,lat,lon
0,39.79206111139743,-87.10181614866893
1,39.80655021974285,-87.12122291408768
2,39.821039328088276,-87.12122291408768
3,39.8355284364337,-87.12122291408768
4,39.85001754477912,-87.12122291408768
5,39.86450665312454,-87.12122291408768
6,39.878995761469966,-87.12122291408768
7,39.89348486981539,-87.12122291408768
8,39.90797397816082,-87.12122291408768
9,39.92246308650624,-87.12122291408768
10,39.93695219485166,-87.12122291408768
11,39.951441303197086,-87.12122291408768
12,39.96593041154251,-87.12122291408768
13,39.98041951988793,-87.12122291408768
14,39.994908628233354,-87.12122291408768
15,40.00939773657878,-87.12122291408768
16,40.0238868449242,-87.12122291408768
17,40.03837595326962,-87.12122291408768
18,40.052865061615044,-87.12122291408768
19,40.06735416996047,-87.12122291408768
20,40.08184327830589,-87.12122291408768
21,40.09633238665131,-87.12122291408768
22,40.11082149499674,-87.12122291408768
23,40.125310603342164,-87.12122291408768
24,40.13979971168759,-87.12122291408768
25,40.15428882003301,-87.12122291408768
26,40.16877792837843,-87.12122291408768
27,40.183267036723855,-87.12122291408768
28,40.19775614506928,-87.12122291408768
29,40.2122452534147,-87.12122291408768
30,40.22673436176012,-87.12122291408768
31,40.241223470105545,-87.12122291408768
32,40.25571257845097,-87.12122291408768
33,40.27020168679639,-87.12122291408768
34,40.28469079514181,-87.12122291408768
35,40.299179903487236,-87.12122291408768
36,40.313669011832665,-87.12122291408768
37,40.32815812017809,-87.12122291408768
38,40.34264722852351,-87.12122291408768
39,40.35713633686893,-87.12122291408768
40,40.371625445214356,-87.12122291408768
41,40.38611455355978,-87.12122291408768
42,40.4006036619052,-87.12122291408768
43,40.415092770250624,-87.12122291408768
44,40.429581878596046,-87.12122291408768
45,40.44407098694147,-87.12122291408768
46,40.45856009528689,-87.12122291408768
47,40.473049203632314,-87.12122291408768
48,40.48753831197774,-87.12122291408768
49,40.50202742032316,-87.12122291408768
50,40.51651652866859,-87.12122291408768
51,40.53100563701401,-87.12122291408768
52,40.545494745359434,-87.12122291408768
53,40.55998385370486,-87.12122291408768
54,40.57447296205028,-87.12122291408768
55,40.5889620703957,-87.12122291408768
56,40.603451178741125,-87.12122291408768
57,40.61794028708655,-87.12122291408768
58,40.63242939543197,-87.12122291408768
59,40.64691850377739,-87.14062967950643
60,40.661407612122815,-87.14062967950643
61,40.67589672046824,-87.14062967950643
62,40.69038582881366,-87.14062967950643
63,40.70487493715908,-87.14062967950643
64,40.719364045504506,-87.14062967950643
65,40.733853153849935,-87.16003644492517
66,40.74834226219536,-87.16003644492517
67,40.76283137054078,-87.16003644492517
68,40.7773204788862,-87.16003644492517
69,40.791809587231626,-87.16003644492517
70,40.80629869557705,-87.16003644492517
71,40.82078780392247,-87.16003644492517
