seq_number,lat,lon
0,44.12430450667894,-87.23766350660016
1,44.10981539833352,-87.2182567411814
2,44.095326289988094,-87.2182567411814
3,44.08083718164267,-87.2182567411814
4,44.06634807329725,-87.2182567411814
5,44.051858964951826,-87.2182567411814
6,44.037369856606404,-87.2182567411814
7,44.022880748260974,-87.2182567411814
8,44.00839163991555,-87.2182567411814
9,43.99390253157013,-87.2182567411814
10,43.979413423224706,-87.2182567411814
11,43.96492431487928,-87.2182567411814
12,43.95043520653386,-87.2182567411814
13,43.93594609818844,-87.2182567411814
14,43.921456989843016,-87.2182567411814
15,43.90696788149759,-87.2182567411814
16,43.89247877315217,-87.2182567411814
17,43.87798966480675,-87.2182567411814
18,43.863500556461325,-87.2182567411814
19,43.8490114481159,-87.2182567411814
20,43.83452233977047,-87.2182567411814
21,43.82003323142506,-87.2182567411814
22,43.80554412307963,-87.2182567411814
23,43.791055014734205,-87.2182567411814
24,43.77656590638878,-87.2182567411814
25,43.76207679804336,-87.2182567411814
26,43.74758768969794,-87.19884997576266
27,43.733098581352515,-87.19884997576266
28,43.71860947300709,-87.19884997576266
29,43.70412036466167,-87.19884997576266
30,43.68963125631625,-87.19884997576266
31,43.675142147970824,-87.19884997576266
32,43.6606530396254,-87.19884997576266
33,43.64616393127998,-87.19884997576266
34,43.631674822934556,-87.19884997576266
35,43.61718571458913,-87.19884997576266
36,43.602696606243704,-87.19884997576266
37,43.58820749789828,-87.19884997576266
38,43.57371838955286,-87.19884997576266
39,43.559229281207436,-87.19884997576266
40,43.544740172862014,-87.19884997576266
41,43.53025106451659,-87.19884997576266
42,43.51576195617117,-87.19884997576266
43,43.501272847825746,-87.19884997576266
44,43.48678373948032,-87.19884997576266
45,43.4722946311349,-87.19884997576266
46,43.45780552278948,-87.19884997576266
47,43.443316414444055,-87.19884997576266
48,43.42882730609863,-87.19884997576266
49,43.41433819775321,-87.19884997576266
50,43.39984908940778,-87.19884997576266
51,43.38535998106236,-87.19884997576266
52,43.370870872716935,-87.19884997576266
53,43.35638176437151,-87.19884997576266
54,43.34189265602609,-87.19884997576266
55,43.32740354768067,-87.19884997576266
56,43.312914439335245,-87.19884997576266
57,43.29842533098982,-87.19884997576266
58,43.2839362226444,-87.19884997576266
59,43.26944711429898,-87.19884997576266
60,43.254958005953554,-87.19884997576266
61,43.24046889760813,-87.19884997576266
62,43.22597978926271,-87.19884997576266
63,43.21149068091729,-87.19884997576266
64,43.19700157257186,-87.19884997576266
65,43.182512464226434,-87.19884997576266
66,43.16802335588101,-87.19884997576266
67,43.15353424753559,-87.19884997576266
68,43.139045139190166,-87.19884997576266
69,43.124556030844744,-87.19884997576266
70,43.11006692249932,-87.19884997576266
71,43.0955778141539,-87.19884997576266
72,43.081088705808476,-87.19884997576266
73,43.06659959746305,-87.19884997576266
74,43.05211048911763,-87.19884997576266
75,43.03762138077221,-87.19884997576266
76,43.023132272426786,-87.19884997576266
77,43.00864316408136,-87.19884997576266
78,42.99415405573593,-87.19884997576266
79,42.97966494739051,-87.19884997576266
80,42.96517583904509,-87.19884997576266
81,42.950686730699665,-87.19884997576266
82,42.93619762235424,-87.19884997576266
83,42.92170851400882,-87.19884997576266
84,42.9072194056634,-87.19884997576266
85,42.892730297317975,-87.19884997576266
86,42.87824118897255,-87.19884997576266
87,42.86375208062713,-87.19884997576266
88,42.84926297228171,-87.19884997576266
89,42.834773863936284,-87.19884997576266
90,42.82028475559086,-87.19884997576266
91,42.80579564724544,-87.19884997576266
92,42.79130653890002,-87.19884997576266
93,42.77681743055459,-87.19884997576266
94,42.762328322209164,-87.19884997576266
95,42.74783921386374,-87.19884997576266
96,42.73335010551832,-87.19884997576266
97,42.7188609971729,-87.19884997576266
98,42.704371888827474,-87.19884997576266
99,42.68988278048205,-87.19884997576266
100,42.67539367213663,-87.19884997576266
101,42.660904563791206,-87.19884997576266
102,42.64641545544578,-87.19884997576266
103,42.63192634710036,-87.19884997576266
104,42.61743723875494,-87.19884997576266
105,42.602948130409516,-87.19884997576266
106,42.588459022064086,-87.19884997576266
107,42.57396991371866,-87.2182567411814
108,42.55948080537324,-87.2182567411814
109,42.54499169702782,-87.23766350660016
110,42.530502588682396,-87.23766350660016
111,42.51601348033697,-87.23766350660016
112,42.50152437199155,-87.2570702720189
113,42.48703526364613,-87.2570702720189
114,42.472546155300705,-87.2570702720189
115,42.45805704695528,-87.27647703743764
116,42.44356793860986,-87.27647703743764
117,42.42907883026444,-87.2958838028564
118,42.414589721919015,-87.2958838028564
119,42.40010061357359,-87.2958838028564
120,42.38561150522817,-87.31529056827513
121,42.37112239688274,-87.31529056827513
122,42.35663328853732,-87.33469733369388
123,42.342144180191895,-87.35410409911263
124,42.32765507184647,-87.37351086453137
125,42.31316596350105,-87.39291762995012
126,42.29867685515563,-87.41232439536886
127,42.284187746810204,-87.4317311607876
128,42.26969863846478,-87.45113792620636
129,42.25520953011936,-87.4705446916251
130,42.240720421773936,-87.48995145704384
131,42.226231313428514,-87.5093582224626
132,42.21174220508309,-87.52876498788133
133,42.19725309673767,-87.54817175330008
134,42.182763988392246,-87.56757851871882
135,42.16827488004682,-87.58698528413757
136,42.15378577170139,-87.60639204955632
137,42.13929666335597,-87.62579881497506
138,42.12480755501055,-87.6452055803938
139,42.110318446665126,-87.66461234581256
140,42.0958293383197,-87.6840191112313
141,42.08134022997428,-87.70342587665004
142,42.06685112162886,-87.7228326420688
143,42.052362013283435,-87.74223940748753
144,42.03787290493801,-87.76164617290628
145,42.02338379659259,-87.78105293832502
146,42.00889468824717,-87.80045970374377
147,41.994405579901745,-87.81986646916252
148,41.97991647155632,-87.83927323458126
149,41.96542736321089,-87.85868
