seq_number,lat,lon
0,35.36295523069774,-86.5783742620153
1,35.348445661838426,-86.59571711896703
2,35.3339360929791,-86.5783742620153
3,35.31942652411978,-86.56103140506356
4,35.30491695526045,-86.54368854811183
5,35.29040738640113,-86.52634569116009
6,35.275897817541804,-86.50900283420835
7,35.261388248682486,-86.49165997725662
8,35.24687867982316,-86.47431712030487
9,35.23236911096384,-86.45697426335315
10,35.21785954210451,-86.4396314064014
11,35.20334997324519,-86.42228854944968
12,35.188840404385864,-86.40494569249793
13,35.17433083552655,-86.3876028355462
14,35.15982126666722,-86.37025997859446
15,35.1453116978079,-86.35291712164272
16,35.130802128948574,-86.33557426469099
17,35.11629256008925,-86.31823140773925
18,35.101782991229925,-86.30088855078752
19,35.08727342237061,-86.28354569383578
20,35.08727342237061,-86.26620283688405
21,35.07276385351128,-86.2488599799323
22,35.07276385351128,-86.23151712298058
23,35.05825428465196,-86.21417426602883
24,35.043744715792634,-86.19683140907709
25,35.043744715792634,-86.17948855212536
26,35.043744715792634,-86.16214569517362
27,35.02923514693331,-86.14480283822189
28,35.02923514693331,-86.12745998127015
29,35.01472557807399,-86.11011712431842
30,35.00021600921467,-86.09277426736668
31,34.985706440355344,-86.07543141041495
32,34.97119687149602,-86.05808855346321
33,34.956687302636695,-86.04074569651146
34,34.956687302636695,-86.02340283955974
35,34.94217773377737,-86.006059982608
36,34.92766816491805,-85.98871712565627
37,34.91315859605873,-85.97137426870452
38,34.898649027199404,-85.9540314117528
39,34.88413945834008,-85.93668855480105
40,34.869629889480755,-85.91934569784932
41,34.85512032062143,-85.90200284089758
42,34.840610751762114,-85.88465998394584
43,34.82610118290279,-85.86731712699411
44,34.811591614043465,-85.84997427004237
45,34.79708204518414,-85.83263141309064
46,34.782572476324816,-85.8152885561389
47,34.76806290746549,-85.79794569918717
48,34.753553338606174,-85.78060284223542
49,34.73904376974685,-85.7632599852837
50,34.724534200887526,-85.74591712833195
51,34.7100246320282,-85.72857427138023
52,34.69551506316888,-85.71123141442848
53,34.68100549430956,-85.69388855747674
54,34.666495925450235,-85.67654570052501
55,34.65198635659091,-85.65920284357327
56,34.637476787731586,-85.64185998662154
57,34.62296721887226,-85.6245171296698
58,34.60845765001294,-85.60717427271807
59,34.59394808115362,-85.58983141576633
60,34.579438512294296,-85.5724885588146
61,34.56492894343497,-85.55514570186286
62,34.55041937457565,-85.53780284491111
63,34.53590980571632,-85.52045998795938
64,34.521400236857,-85.50311713100764
65,34.50689066799768,-85.48577427405591
66,34.492381099138356,-85.46843141710417
67,34.47787153027903,-85.45108856015244
68,34.46336196141971,-85.4337457032007
69,34.44885239256038,-85.41640284624897
70,34.43434282370106,-85.39905998929723
71,34.41983325484174,-85.38171713234549
72,34.40532368598242,-85.36437427539376
73,34.39081411712309,-85.34703141844201
74,34.37630454826377,-85.32968856149029
75,34.36179497940444,-85.31234570453854
76,34.347285410545126,-85.29500284758682
77,34.3327758416858,-85.27765999063507
78,34.31826627282648,-85.26031713368334
79,34.30375670396715,-85.2429742767316
80,34.28924713510783,-85.22563141977986
81,34.274737566248504,-85.20828856282813
82,34.26022799738919,-85.19094570587639
83,34.24571842852986,-85.17360284892466
84,34.23120885967054,-85.15625999197292
85,34.21669929081121,-85.13891713502119
86,34.20218972195189,-85.12157427806945
87,34.187680153092565,-85.10423142111772
88,34.17317058423325,-85.08688856416597
89,34.15866101537392,-85.06954570721423
90,34.1441514465146,-85.0522028502625
91,34.129641877655274,-85.03485999331076
92,34.11513230879595,-85.01751713635903
93,34.100622739936625,-85.00017427940729
94,34.08611317107731,-84.98283142245556
95,34.071603602217984,-84.96548856550382
96,34.05709403335866,-84.94814570855209
97,34.042584464499335,-84.93080285160035
98,34.02807489564001,-84.9134599946486
99,34.01356532678069,-84.89611713769688
100,33.99905575792137,-84.87877428074513
101,33.984546189062044,-84.8614314237934
102,33.97003662020272,-84.84408856684166
103,33.955527051343395,-84.82674570988993
104,33.94101748248407,-84.80940285293819
105,33.926507913624754,-84.79205999598646
106,33.91199834476543,-84.77471713903472
107,33.897488775906105,-84.75737428208299
108,33.88297920704678,-84.74003142513125
109,33.868469638187456,-84.7226885681795
110,33.85396006932813,-84.70534571122778
111,33.839450500468814,-84.68800285427604
112,33.82494093160949,-84.67065999732431
113,33.810431362750165,-84.65331714037256
114,33.79592179389084,-84.63597428342084
115,33.78141222503152,-84.6186314264691
116,33.76690265617219,-84.60128856951737
117,33.752393087312875,-84.58394571256562
118,33.73788351845355,-84.56660285561388
119,33.723373949594226,-84.54925999866215
120,33.7088643807349,-84.53191714171041
121,33.69435481187558,-84.51457428475868
122,33.69435481187558,-84.49723142780694
123,33.67984524301626,-84.47988857085521
124,33.665335674156935,-84.46254571390347
125,33.65082610529761,-84.44520285695174
126,33.63631653643829,-84.42786
