seq_number,lat,lon
0,44.06634807329725,-89.5276618260121
1,44.08083718164267,-89.50825506059337
2,44.095326289988094,-89.48884829517462
3,44.08083718164267,-89.46944152975588
4,44.08083718164267,-89.45003476433713
5,44.08083718164267,-89.43062799891838
6,44.06634807329725,-89.41122123349965
7,44.051858964951826,-89.3918144680809
8,44.037369856606404,-89.37240770266214
9,44.022880748260974,-89.37240770266214
10,44.00839163991555,-89.35300093724341
11,43.99390253157013,-89.35300093724341
12,43.979413423224706,-89.33359417182466
13,43.96492431487928,-89.31418740640592
14,43.95043520653386,-89.29478064098717
15,43.93594609818844,-89.27537387556842
16,43.921456989843016,-89.27537387556842
17,43.90696788149759,-89.25596711014968
18,43.89247877315217,-89.25596711014968
19,43.87798966480675,-89.23656034473093
20,43.863500556461325,-89.21715357931218
21,43.8490114481159,-89.19774681389345
22,43.83452233977047,-89.19774681389345
23,43.82003323142506,-89.1783400484747
24,43.80554412307963,-89.1783400484747
25,43.791055014734205,-89.15893328305594
26,43.77656590638878,-89.13952651763721
27,43.76207679804336,-89.12011975221846
28,43.74758768969794,-89.12011975221846
29,43.733098581352515,-89.10071298679972
30,43.71860947300709,-89.08130622138097
31,43.70412036466167,-89.06189945596222
32,43.68963125631625,-89.06189945596222
33,43.675142147970824,-89.04249269054348
34,43.6606530396254,-89.04249269054348
35,43.64616393127998,-89.02308592512473
36,43.631674822934556,-89.00367915970598
37,43.61718571458913,-88.98427239428725
38,43.602696606243704,-88.98427239428725
39,43.58820749789828,-88.9648656288685
40,43.57371838955286,-88.94545886344974
41,43.559229281207436,-88.94545886344974
42,43.544740172862014,-88.92605209803101
43,43.53025106451659,-88.92605209803101
44,43.51576195617117,-88.90664533261226
45,43.501272847825746,-88.90664533261226
46,43.48678373948032,-88.90664533261226
47,43.4722946311349,-88.90664533261226
48,43.45780552278948,-88.88723856719352
49,43.443316414444055,-88.88723856719352
50,43.42882730609863,-88.88723856719352
51,43.41433819775321,-88.86783180177477
52,43.39984908940778,-88.84842503635602
53,43.38535998106236,-88.82901827093728
54,43.370870872716935,-88.82901827093728
55,43.35638176437151,-88.80961150551853
56,43.34189265602609,-88.80961150551853
57,43.32740354768067,-88.80961150551853
58,43.312914439335245,-88.80961150551853
59,43.29842533098982,-88.80961150551853
60,43.2839362226444,-88.79020474009978
61,43.26944711429898,-88.77079797468105
62,43.254958005953554,-88.77079797468105
63,43.24046889760813,-88.77079797468105
64,43.22597978926271,-88.77079797468105
65,43.21149068091729,-88.79020474009978
66,43.19700157257186,-88.79020474009978
67,43.182512464226434,-88.79020474009978
68,43.16802335588101,-88.79020474009978
69,43.15353424753559,-88.79020474009978
70,43.139045139190166,-88.79020474009978
71,43.124556030844744,-88.79020474009978
72,43.11006692249932,-88.79020474009978
73,43.0955778141539,-88.79020474009978
74,43.081088705808476,-88.79020474009978
75,43.06659959746305,-88.79020474009978
76,43.05211048911763,-88.77079797468105
77,43.03762138077221,-88.7513912092623
78,43.023132272426786,-88.73198444384354
79,43.00864316408136,-88.71257767842481
80,42.99415405573593,-88.69317091300606
81,42.97966494739051,-88.69317091300606
82,42.96517583904509,-88.67376414758732
83,42.950686730699665,-88.65435738216857
84,42.93619762235424,-88.65435738216857
85,42.92170851400882,-88.63495061674982
86,42.9072194056634,-88.63495061674982
87,42.892730297317975,-88.61554385133108
88,42.87824118897255,-88.61554385133108
89,42.86375208062713,-88.61554385133108
90,42.84926297228171,-88.59613708591233
91,42.834773863936284,-88.59613708591233
92,42.82028475559086,-88.57673032049358
93,42.80579564724544,-88.57673032049358
94,42.79130653890002,-88.55732355507484
95,42.77681743055459,-88.55732355507484
96,42.762328322209164,-88.57673032049358
97,42.74783921386374,-88.57673032049358
98,42.73335010551832,-88.57673032049358
99,42.7188609971729,-88.55732355507484
100,42.704371888827474,-88.55732355507484
101,42.68988278048205,-88.5379167896561
102,42.67539367213663,-88.5379167896561
103,42.660904563791206,-88.51851002423736
104,42.64641545544578,-88.51851002423736
105,42.63192634710036,-88.51851002423736
106,42.61743723875494,-88.49910325881861
107,42.602948130409516,-88.49910325881861
108,42.588459022064086,-88.49910325881861
109,42.57396991371866,-88.49910325881861
110,42.55948080537324,-88.47969649339986
111,42.54499169702782,-88.46028972798112
112,42.530502588682396,-88.44088296256237
113,42.51601348033697,-88.44088296256237
114,42.50152437199155,-88.42147619714362
115,42.48703526364613,-88.40206943172488
116,42.472546155300705,-88.38266266630613
117,42.45805704695528,-88.36325590088738
118,42.44356793860986,-88.34384913546864
119,42.42907883026444,-88.34384913546864
120,42.414589721919015,-88.3244423700499
121,42.40010061357359,-88.30503560463116
122,42.38561150522817,-88.28562883921241
123,42.37112239688274,-88.26622207379366
124,42.35663328853732,-88.26622207379366
125,42.342144180191895,-88.24681530837492
126,42.32765507184647,-88.22740854295617
127,42.31316596350105,-88.22740854295617
128,42.29867685515563,-88.22740854295617
129,42.284187746810204,-88.22740854295617
130,42.26969863846478,-88.22740854295617
131,42.25520953011936,-88.22740854295617
132,42.240720421773936,-88.20800177753742
133,42.226231313428514,-88.18859501211868
134,42.21174220508309,-88.16918824669993
135,42.19725309673767,-88.1497814812812
136,42.182763988392246,-88.13037471586244
137,42.16827488004682,-88.1109679504437
138,42.15378577170139,-88.09156118502496
139,42.13929666335597,-88.0721544196062
140,42.12480755501055,-88.0721544196062
141,42.110318446665126,-88.05274765418746
142,42.0958293383197,-88.03334088876872
143,42.08134022997428,-88.01393412334997
144,42.06685112162886,-87.99452735793122
145,42.052362013283435,-87.97512059251248
146,42.03787290493801,-87.95571382709373
147,42.02338379659259,-87.936307061675
148,42.00889468824717,-87.91690029625624
149,41.994405579901745,-87.8974935308375
150,41.97991647155632,-87.87808676541876
151,41.96542736321089,-87.85868
