seq_number,lat,lon
0,39.79206111139743,-87.19884997576266
1,39.79206111139743,-87.2182567411814
2,39.80655021974285,-87.19884997576266
3,39.821039328088276,-87.17944321034392
4,39.8355284364337,-87.17944321034392
5,39.85001754477912,-87.17944321034392
6,39.86450665312454,-87.17944321034392
7,39.878995761469966,-87.17944321034392
8,39.89348486981539,-87.17944321034392
9,39.90797397816082,-87.17944321034392
10,39.92246308650624,-87.17944321034392
11,39.93695219485166,-87.17944321034392
12,39.951441303197086,-87.17944321034392
13,39.96593041154251,-87.17944321034392
14,39.98041951988793,-87.17944321034392
15,39.994908628233354,-87.17944321034392
16,40.00939773657878,-87.17944321034392
17,40.0238868449242,-87.17944321034392
18,40.03837595326962,-87.17944321034392
19,40.052865061615044,-87.17944321034392
20,40.06735416996047,-87.17944321034392
21,40.08184327830589,-87.17944321034392
22,40.09633238665131,-87.17944321034392
23,40.11082149499674,-87.17944321034392
24,40.125310603342164,-87.17944321034392
25,40.13979971168759,-87.17944321034392
26,40.15428882003301,-87.17944321034392
27,40.16877792837843,-87.17944321034392
28,40.183267036723855,-87.17944321034392
29,40.19775614506928,-87.17944321034392
30,40.2122452534147,-87.17944321034392
31,40.22673436176012,-87.17944321034392
32,40.241223470105545,-87.17944321034392
33,40.25571257845097,-87.17944321034392
34,40.27020168679639,-87.17944321034392
35,40.28469079514181,-87.17944321034392
36,40.299179903487236,-87.17944321034392
37,40.313669011832665,-87.17944321034392
38,40.32815812017809,-87.17944321034392
39,40.34264722852351,-87.17944321034392
40,40.35713633686893,-87.17944321034392
41,40.371625445214356,-87.17944321034392
42,40.38611455355978,-87.17944321034392
43,40.4006036619052,-87.17944321034392
44,40.415092770250624,-87.17944321034392
45,40.429581878596046,-87.17944321034392
46,40.44407098694147,-87.17944321034392
47,40.45856009528689,-87.17944321034392
48,40.473049203632314,-87.17944321034392
49,40.48753831197774,-87.17944321034392
50,40.50202742032316,-87.17944321034392
51,40.51651652866859,-87.17944321034392
52,40.53100563701401,-87.17944321034392
53,40.545494745359434,-87.17944321034392
54,40.55998385370486,-87.17944321034392
55,40.57447296205028,-87.17944321034392
56,40.5889620703957,-87.17944321034392
57,40.603451178741125,-87.17944321034392
58,40.61794028708655,-87.17944321034392
59,40.63242939543197,-87.17944321034392
60,40.64691850377739,-87.17944321034392
61,40.661407612122815,-87.17944321034392
62,40.67589672046824,-87.17944321034392
63,40.69038582881366,-87.17944321034392
64,40.70487493715908,-87.17944321034392
65,40.719364045504506,-87.17944321034392
66,40.733853153849935,-87.17944321034392
67,40.74834226219536,-87.17944321034392
68,40.76283137054078,-87.17944321034392
69,40.7773204788862,-87.17944321034392
70,40.791809587231626,-87.19884997576266
71,40.80629869557705,-87.19884997576266
72,40.82078780392247,-87.19884997576266
73,40.835276912267894,-87.19884997576266
74,40.849766020613316,-87.19884997576266
75,40.86425512895874,-87.19884997576266
76,40.87874423730416,-87.19884997576266
77,40.893233345649584,-87.19884997576266
78,40.90772245399501,-87.19884997576266
79,40.92221156234043,-87.19884997576266
80,40.93670067068586,-87.19884997576266
81,40.95118977903128,-87.19884997576266
82,40.965678887376704,-87.19884997576266
83,40.98016799572213,-87.19884997576266
84,40.99465710406755,-87.19884997576266
85,41.00914621241297,-87.19884997576266
86,41.023635320758395,-87.19884997576266
87,41.03812442910382,-87.19884997576266
88,41.05261353744924,-87.2182567411814
89,41.06710264579466,-87.2182567411814
90,41.081591754140085,-87.2182567411814
91,41.09608086248551,-87.2182567411814
92,41.11056997083093,-87.2182567411814
93,41.12505907917635,-87.2182567411814
94,41.13954818752178,-87.2182567411814
95,41.154037295867205,-87.2182567411814
96,41.16852640421263,-87.2182567411814
97,41.18301551255805,-87.2182567411814
